"epoch","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Wednesday_19_March_2025_01h_08m_01s - _step","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Wednesday_19_March_2025_01h_08m_01s - _step__MIN","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Wednesday_19_March_2025_01h_08m_01s - _step__MAX","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Wednesday_19_March_2025_01h_08m_01s - Train/weight_grad_norm","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Wednesday_19_March_2025_01h_08m_01s - Train/weight_grad_norm__MIN","mobilenet_Task Activation Function_4,5,6,7,8,9,10_Wednesday_19_March_2025_01h_08m_01s - Train/weight_grad_norm__MAX","mobilenet_Task Activation Function_all relu_Wednesday_19_March_2025_01h_06m_55s - _step","mobilenet_Task Activation Function_all relu_Wednesday_19_March_2025_01h_06m_55s - _step__MIN","mobilenet_Task Activation Function_all relu_Wednesday_19_March_2025_01h_06m_55s - _step__MAX","mobilenet_Task Activation Function_all relu_Wednesday_19_March_2025_01h_06m_55s - Train/weight_grad_norm","mobilenet_Task Activation Function_all relu_Wednesday_19_March_2025_01h_06m_55s - Train/weight_grad_norm__MIN","mobilenet_Task Activation Function_all relu_Wednesday_19_March_2025_01h_06m_55s - Train/weight_grad_norm__MAX"
"275","171878.03225806452","171567","172139","0.1911615996110824","0.12145128846168518","0.31709688901901245","171817.64705882352","171525","172117","0.06017036440179629","0.01622522994875908","0.14605115354061127"
"276","172446.0303030303","172155","172759","0.17098235135728662","0.09621577709913254","0.2772674560546875","172459.24242424243","172199","172755","0.051955692187854736","0.027168365195393562","0.14977166056632996"
"277","173023.375","172781","173367","0.1810632119886577","0.12041160464286804","0.2683315575122833","173071.12121212122","172793","173389","0.05324175824044329","0.024117853492498398","0.10406539589166641"
"278","173722.14285714287","173419","174023","0.17288727085201108","0.09589298814535141","0.26735833287239075","173624.62962962964","173443","174007","0.06885105964762193","0.02123992331326008","0.28516441583633423"
"279","174294.55","174051","174629","0.18052807562053202","0.09289450198411942","0.28413987159729004","174351.8108108108","174035","174649","0.06229649423747449","0.022889023646712303","0.21801969408988953"
"280","174914.7931034483","174655","175195","0.1659064282631052","0.08113803714513779","0.3087092339992523","174919","174691","175223","0.0480499011464417","0.018759194761514664","0.11658582836389542"
"281","175538.55","175295","175875","0.17313342895358802","0.11664561182260513","0.2527274787425995","175584.58620689655","175289","175903","0.05378024055269258","0.019034534692764282","0.10510699450969696"
"282","176247.15","175911","176519","0.17746459674090148","0.10601671040058136","0.34512555599212646","176187.34285714285","175933","176479","0.04956818382654871","0.02073429338634014","0.13364213705062866"
"283","176838.1724137931","176545","177135","0.1753587381079279","0.1076272502541542","0.2913619875907898","176882.17647058822","176535","177139","0.056396082207998806","0.027645928785204887","0.10647384822368622"
"284","177445.6896551724","177195","177773","0.1753240142916811","0.09267127513885498","0.27112889289855957","177478.85714285713","177193","177763","0.05785465067518609","0.0247527826577425","0.15036629140377045"
"285","178046.87096774194","177829","178405","0.17383731444997172","0.09627600759267807","0.2814920246601105","178074.1052631579","177809","178393","0.058693229367858486","0.018508249893784523","0.2605230510234833"
"286","178727.55172413794","178429","178999","0.16041089671439138","0.09513664245605469","0.2852993309497833","178701.63829787233","178415","179031","0.0535881777710103","0.014997869729995728","0.1882374882698059"
"287","179355.55555555556","179071","179649","0.16556099533206886","0.09992577880620956","0.28280988335609436","179316.36363636365","179055","179651","0.05487778418782083","0.018468661233782768","0.14134879410266876"
"288","179899.75","179669","180227","0.16078555739174286","0.08341040462255478","0.2428026646375656","180001.94444444444","179667","180279","0.05873325027318464","0.01641238108277321","0.12264622747898102"
"289","180568.61290322582","180301","180911","0.15385684034516733","0.09811754524707794","0.24988599121570587","180585.12903225806","180315","180905","0.06164372586194546","0.01797122322022915","0.20281526446342468"
"290","181220","180979","181483","0.16539490967988968","0.13002172112464905","0.22068236768245697","181241.5625","180931","181511","0.04532717616530135","0.02641468308866024","0.0999317467212677"
"291","181837.23255813954","181567","182155","0.1671438518651696","0.07671557366847992","0.2669922411441803","181805.0909090909","181565","182129","0.0615368973125111","0.019966745749115944","0.18992918729782104"
"292","182503.9696969697","182171","182763","0.1684524297262683","0.0993104875087738","0.32213398814201355","182510.16666666666","182201","182789","0.058927865181532174","0.020332716405391693","0.15026775002479553"
"293","183055.53846153847","182799","183395","0.1621715581187835","0.08673630654811859","0.23947961628437042","183090.8918918919","182795","183405","0.05478568521101732","0.02189680002629757","0.21819563210010529"
"294","183736.06666666668","183423","184013","0.15677336653073629","0.07954194396734238","0.24214234948158264","183696.55","183425","183979","0.06445593726821244","0.018605059012770653","0.23163862526416779"
"295","184341.83333333334","184049","184625","0.17277615124152768","0.08814534544944763","0.25464919209480286","184369.89655172414","184045","184649","0.0729361428911316","0.024925807490944862","0.22407649457454681"
"296","184948.6923076923","184673","185285","0.17682892370682496","0.10413975268602371","0.273542582988739","184963.97297297296","184677","185255","0.05083230465046457","0.021929103881120682","0.1370657980442047"
"297","185614.55555555556","185313","185907","0.16152378150986302","0.10655052214860916","0.24523255228996277","185562.33333333334","185299","185899","0.058278387638204025","0.018598472699522972","0.1616847813129425"
"298","186226.64705882352","185949","186511","0.15994951391921325","0.09903044998645782","0.23055490851402283","186288.9375","185939","186543","0.05619449552614242","0.015760308131575584","0.128998801112175"
"299","186832.4","186553","187157","0.16159777318437893","0.09085898101329803","0.2507108747959137","186871.8125","186561","187129","0.0600696456967853","0.02337321825325489","0.19174279272556305"
"300","187472.11764705883","187189","187775","0.16299348872374086","0.09829487651586533","0.24303089082241058","187484.68421052632","187177","187793","0.045992044388855756","0.016351692378520966","0.11590844392776489"
