"epoch","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - _step","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - _step__MIN","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - _step__MAX","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - Train/loss","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - Train/loss__MIN","mobilenet_Task Activation_Function_all relu_Thursday_20_March_2025_11h_32m_34s - Train/loss__MAX","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - _step","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - _step__MIN","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - _step__MAX","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - Train/loss","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - Train/loss__MIN","mobilenet_Task Activation_Function_4,5,6,7,8,9,10_Thursday_20_March_2025_09h_23m_16s - Train/loss__MAX"
"271","169879.42857142858","169572","170182","0.01130562649840223","0.006779135204851627","0.018813282251358032","169882.7741935484","169570","170172","0.06579525516398492","0.03749988600611687","0.1062403991818428"
"272","170447.7894736842","170192","170770","0.01259271263782131","0.006214763969182968","0.03779617324471474","170525.58333333334","170192","170788","0.06562907279779513","0.041651807725429535","0.08436953276395798"
"273","171121.82352941178","170816","171404","0.012673619929153253","0.0076690479181706905","0.025477398186922073","171134.8275862069","170838","171436","0.06314524250297711","0.04367591440677643","0.08180680871009827"
"274","171747.8536585366","171472","172060","0.01202570692431636","0.006531867664307356","0.022514380514621735","171742.06451612903","171448","172064","0.058277979012458556","0.037332404404878616","0.08665624260902405"
"275","172415.8947368421","172086","172650","0.011687007977774269","0.0060924869030714035","0.01776953414082527","172378.48","172080","172668","0.0630771817266941","0.04104650765657425","0.09752122312784195"
"276","173006.5","172706","173322","0.012901843861780234","0.006668390240520239","0.027421092614531517","173019.36363636365","172712","173308","0.05785917863249779","0.03662010654807091","0.08909543603658676"
"277","173668.33333333334","173356","173922","0.012075324698040882","0.005855667404830456","0.024058472365140915","173627.36170212767","173330","173938","0.05843272012598971","0.03471667692065239","0.08995724469423294"
"278","174249.04545454544","174006","174566","0.011773361528122967","0.006539434194564819","0.02392035722732544","174259.51515151514","173974","174554","0.05891375119487444","0.03295402228832245","0.0847674012184143"
"279","174863.06666666668","174586","175202","0.011842449676866333","0.006866524461656809","0.025549590587615967","174873.6","174622","175202","0.05795067436993122","0.039219293743371964","0.08416584134101868"
"280","175532","175218","175834","0.013573096260767092","0.007016749586910009","0.029018504545092583","175520.55555555556","175212","175812","0.057592927374773555","0.039181873202323914","0.0954313650727272"
"281","176139.10344827586","175842","176456","0.01112303653218109","0.0055865999311208725","0.026422390714287758","176164.05405405405","175842","176454","0.05784740505387654","0.02870342694222927","0.08681906759738922"
"282","176808.22222222222","176498","177088","0.013951649268468222","0.0082322983071208","0.02894926629960537","176759.08333333334","176474","177044","0.055886277152846255","0.0395657941699028","0.10960375517606735"
"283","177395.6","177166","177712","0.012422197764473302","0.00558862928301096","0.027778275310993195","177416.11428571428","177098","177716","0.05546114348939487","0.03938736766576767","0.07872414588928223"
"284","177986.41860465117","177734","178314","0.011295193687167972","0.005920853465795517","0.026151319965720177","178024.16666666666","177730","178336","0.05706368521269825","0.035527896136045456","0.07441267371177673"
"285","178695.8","178356","178974","0.01262749902283152","0.0066437008790671825","0.02744753472507","178675.67741935485","178384","178942","0.057383257775537426","0.033066801726818085","0.07894030213356018"
"286","179272.74285714285","179006","179592","0.009829406214079687","0.006243833806365728","0.017158620059490204","179294.4","179010","179562","0.0505543190985918","0.03055177442729473","0.08590274304151535"
"287","179951.16666666666","179614","180224","0.011284536979575124","0.005566690117120743","0.025522802025079727","179911.70588235295","179614","180192","0.05272891712101067","0.038199283182621","0.08457077294588089"
"288","180539.2972972973","180254","180850","0.012165416699104212","0.006588540505617857","0.023457851260900497","180510.32","180242","180856","0.052083600014448166","0.03510776162147522","0.07241488248109818"
"289","181121.69696969696","180864","181474","0.013774484353647991","0.006057870574295521","0.041009142994880676","181192.9","180922","181480","0.056958404183387754","0.0438799224793911","0.08856461197137833"
"290","181767.0303030303","181498","182110","0.011261124488417849","0.005766990594565868","0.023109227418899536","181808.4","181502","182080","0.05381179060786963","0.04025080054998398","0.07365266233682632"
"291","182426.62857142856","182130","182736","0.013212858233600855","0.007119123358279467","0.027720296755433083","182454.58823529413","182150","182728","0.05708351676516673","0.03715362027287483","0.0966499075293541"
"292","183038.2142857143","182762","183366","0.01119097152591816","0.0066885934211313725","0.018659066408872604","183062.60606060605","182748","183362","0.05153236357551633","0.03362453728914261","0.07512509077787399"
"293","183699.35","183382","183998","0.010751438443548977","0.006386048160493374","0.021885324269533157","183663.35","183382","183996","0.052988085569813846","0.03103923238813877","0.08272892236709595"
"294","184354.35294117648","184008","184622","0.01215811790076687","0.007028695195913315","0.03252449631690979","184333.04545454544","184006","184620","0.0507860861887986","0.036659326404333115","0.08518654853105545"
"295","184907.68421052632","184658","185240","0.01157158613204956","0.006799196824431419","0.021677765995264053","184897.12","184632","185238","0.053825047016143795","0.0333782397210598","0.08323096483945847"
"296","185632.4516129032","185268","185860","0.011512009937676692","0.0051436820067465305","0.02638012357056141","185580.06666666668","185266","185864","0.05518655565877755","0.03357427939772606","0.08927004039287567"
"297","186236.83870967742","185892","186508","0.011535488775060061","0.006551220081746578","0.03629074990749359","186224.2857142857","185938","186504","0.053775299207440445","0.03480203449726105","0.08706687390804291"
"298","186838.41379310345","186540","187100","0.011450673308994236","0.007357531227171421","0.02090045064687729","186834.7906976744","186516","187132","0.051943617331427196","0.035424843430519104","0.07190056890249252"
"299","187489.55555555556","187144","187748","0.011126990326576762","0.005628699436783791","0.01988157071173191","187441.03703703705","187144","187734","0.04988260518897463","0.029202790930867195","0.07299885898828506"
"300","188041.03703703705","187778","188376","0.012753770083051038","0.0072455327026546","0.02640376426279545","188041.04","187776","188394","0.049146549701690675","0.03473616763949394","0.07234939187765121"
