"epoch","mobilenet_Task Weight_Decay_0.0005_Wednesday_19_March_2025_23h_20m_05s - _step","mobilenet_Task Weight_Decay_0.0005_Wednesday_19_March_2025_23h_20m_05s - _step__MIN","mobilenet_Task Weight_Decay_0.0005_Wednesday_19_March_2025_23h_20m_05s - _step__MAX","mobilenet_Task Weight_Decay_0.0005_Wednesday_19_March_2025_23h_20m_05s - Train/loss","mobilenet_Task Weight_Decay_0.0005_Wednesday_19_March_2025_23h_20m_05s - Train/loss__MIN","mobilenet_Task Weight_Decay_0.0005_Wednesday_19_March_2025_23h_20m_05s - Train/loss__MAX","mobilenet_Task Weight_Decay_0.0001_Wednesday_19_March_2025_23h_20m_00s - _step","mobilenet_Task Weight_Decay_0.0001_Wednesday_19_March_2025_23h_20m_00s - _step__MIN","mobilenet_Task Weight_Decay_0.0001_Wednesday_19_March_2025_23h_20m_00s - _step__MAX","mobilenet_Task Weight_Decay_0.0001_Wednesday_19_March_2025_23h_20m_00s - Train/loss","mobilenet_Task Weight_Decay_0.0001_Wednesday_19_March_2025_23h_20m_00s - Train/loss__MIN","mobilenet_Task Weight_Decay_0.0001_Wednesday_19_March_2025_23h_20m_00s - Train/loss__MAX"
"276","86770.53333333334","86639","86930","0.011369592810256613","0.006371170748025179","0.018937695771455765","86773.03571428571","86629","86936","0.003501485076932503","0.00170476408675313","0.008733069524168968"
"277","87089.12903225806","86946","87245","0.012101337358716035","0.007484272588044405","0.03273114562034607","87100.125","86952","87238","0.003351464962179307","0.0020101573318243027","0.006338600534945726"
"278","87409.34615384616","87278","87552","0.01298765236368546","0.008591978810727596","0.027476342394948006","87412.1836734694","87265","87566","0.003265196331586613","0.001660663983784616","0.01026240549981594"
"279","87707.82051282052","87572","87862","0.012816819350402325","0.006701353937387466","0.02394655905663967","87722.66666666667","87573","87876","0.0035231510248397374","0.001789156929589808","0.009126247838139534"
"280","88019.94285714286","87886","88179","0.0124672809216593","0.006872472818940878","0.03062661550939083","88032.1052631579","87887","88182","0.003476499702389303","0.00180635298602283","0.012819920666515827"
"281","88383.07407407407","88201","88508","0.012914846340815226","0.005774260964244604","0.021646343171596527","88378.08","88239","88504","0.003366160038858652","0.0016698469407856464","0.009194116108119488"
"282","88694.71428571429","88524","88817","0.013141267467290163","0.0074719032272696495","0.023561596870422363","88663.90322580645","88527","88798","0.003441990946509665","0.0018879382405430079","0.009894128888845444"
"283","88969.1","88830","89131","0.011904549490039548","0.006978485267609358","0.037796750664711","88980.36363636363","88842","89138","0.0030190186843163137","0.0017192825907841325","0.008546028286218643"
"284","89287.36666666667","89145","89447","0.012533026638751228","0.006457739043980837","0.021068822592496872","89306.125","89149","89454","0.003832037724350812","0.0018243055092170835","0.013420837000012398"
"285","89626.33333333333","89470","89768","0.012016537260602821","0.006253265775740147","0.01983165368437767","89599.55172413793","89477","89745","0.003034472939205067","0.0020051549654453993","0.012568528763949871"
"286","89916.18421052632","89776","90078","0.011901355728409007","0.006738313939422369","0.023620160296559334","89943.8","89778","90084","0.0030943519934745773","0.0014360361965373158","0.00977999810129404"
"287","90237.525","90093","90401","0.013003644871059806","0.005804339423775673","0.025155862793326378","90271.33333333333","90094","90398","0.003983155754394829","0.0020569271873682737","0.009603681974112988"
"288","90567.52631578948","90428","90711","0.012354902898598658","0.0061677852645516396","0.024768531322479248","90566.34146341463","90408","90708","0.00395102511875604","0.0018481562146916986","0.012968882918357849"
"289","90888.4","90730","91026","0.010921717993915081","0.007063205819576979","0.01634579710662365","90891.73076923077","90731","91018","0.003452350640705285","0.001938219997100532","0.009925267659127712"
"290","91170.29629629629","91044","91345","0.011521817219478113","0.007070513442158699","0.019324926659464836","91168.81481481482","91040","91334","0.003178541505433343","0.0019226169679313898","0.01046877633780241"
"291","91487.64516129032","91351","91644","0.012510289408026202","0.007881592027842999","0.021663732826709747","91499.83720930232","91352","91658","0.0036482024791672134","0.001502928789705038","0.00903594121336937"
"292","91822.66666666667","91674","91963","0.012180037621874362","0.006129396613687277","0.01889558881521225","91814.64864864865","91665","91973","0.0032712390797363746","0.001723546301946044","0.007481201086193323"
"293","92136.9705882353","92009","92284","0.01105124901925378","0.006132867652922869","0.019024433568120003","92148.81081081081","91981","92288","0.003279969492625143","0.0021172144915908575","0.005166516173630953"
"294","92447.35294117648","92304","92602","0.011903227265814649","0.007375554647296667","0.021267510950565338","92437.14705882352","92295","92587","0.004433430053348488","0.002039034618064761","0.01400651317089796"
"295","92741.44","92612","92902","0.012817252837121486","0.006725987419486046","0.026483168825507164","92775","92624","92919","0.0036618425963549977","0.002192349173128605","0.007412657607346773"
"296","93071.55555555556","92925","93201","0.010993521470852472","0.007328886538743973","0.0202669445425272","93090.92857142857","92966","93233","0.003968096620935414","0.0018347667064517736","0.018496256321668625"
"297","93387.21052631579","93241","93536","0.011479675512466776","0.006766156293451786","0.022575974464416504","93427.31034482758","93243","93544","0.003757861812181514","0.002002229681238532","0.00950630009174347"
"298","93697.90909090909","93556","93848","0.011528108438307589","0.00689335260540247","0.022933050990104675","93698.27777777778","93558","93861","0.0034200158746292195","0.0018414780497550964","0.008615788072347641"
"299","94033.8918918919","93873","94180","0.012816139421350247","0.004893196746706963","0.023663736879825592","93989.7741935484","93870","94174","0.0037622475328164236","0.0016843726625666022","0.00864260084927082"
"300","94337.31707317074","94186","94496","0.01162698234590452","0.006311510689556599","0.024408897385001183","94324.5142857143","94185","94495","0.0034706983249634506","0.002179492497816682","0.008644706569612026"
